date,site,plot,transect,segment,plant,total_flowers,notes
7/18/19,Wash 3C,Manipulated,M1,1,Lathyrus leucanthus,11,
7/18/19,Wash 3C,Manipulated,M1,1,Potentilla pulcherrima,1,
7/18/19,Wash 3C,Manipulated,M1,1,Delphinium nuttallianum,1,
7/18/19,Wash 3C,Manipulated,M1,2,Lathyrus leucanthus,8,
7/18/19,Wash 3C,Manipulated,M1,2,Linum lewisii,23,
7/18/19,Wash 3C,Manipulated,M1,2,Potentilla pulcherrima,1,
7/18/19,Wash 3C,Manipulated,M1,2,Delphinium nuttallianum,1,
7/18/19,Wash 3C,Manipulated,M1,3,Linum lewisii,11,
7/18/19,Wash 3C,Manipulated,M1,3,Ligusticum porteri,3,
7/18/19,Wash 3C,Manipulated,M1,3,Agoseris aurantiaca,1,
7/18/19,Wash 3C,Manipulated,M1,3,Lathyrus leucanthus,1,
7/18/19,Wash 3C,Manipulated,M1,3,Delphinium nuttallianum,5,
7/18/19,Wash 3C,Manipulated,M1,4,Linum lewisii,4,
7/18/19,Wash 3C,Manipulated,M1,4,Potentilla pulcherrima,1,
7/18/19,Wash 3C,Manipulated,M1,4,Lathyrus leucanthus,4,
7/18/19,Wash 3C,Manipulated,M1,5,Senecio crassulus,3,
7/18/19,Wash 3C,Manipulated,M1,5,Linum lewisii,5,
7/18/19,Wash 3C,Manipulated,M1,5,Potentilla pulcherrima,13,
7/18/19,Wash 3C,Manipulated,M1,5,Lathyrus leucanthus,5,
7/18/19,Wash 3C,Manipulated,M2,5,Helianthella quinquenervis,2,
7/18/19,Wash 3C,Manipulated,M2,5,Potentilla pulcherrima,7,
7/18/19,Wash 3C,Manipulated,M2,5,Lathyrus leucanthus,5,
7/18/19,Wash 3C,Manipulated,M2,5,Linum lewisii,6,
7/18/19,Wash 3C,Manipulated,M2,4,Linum lewisii,4,
7/18/19,Wash 3C,Manipulated,M2,4,Delphinium nuttallianum,1,
7/18/19,Wash 3C,Manipulated,M2,4,Helianthella quinquenervis,1,
7/18/19,Wash 3C,Manipulated,M2,4,Lathyrus leucanthus,1,
7/18/19,Wash 3C,Manipulated,M2,3,Linum lewisii,15,
7/18/19,Wash 3C,Manipulated,M2,3,Potentilla pulcherrima,15,
7/18/19,Wash 3C,Manipulated,M2,3,Collomia linearis,1,
7/18/19,Wash 3C,Manipulated,M2,3,Senecio crassulus,1,
7/18/19,Wash 3C,Manipulated,M2,2,Linum lewisii,78,
7/18/19,Wash 3C,Manipulated,M2,2,Lathyrus leucanthus,3,
7/18/19,Wash 3C,Manipulated,M2,2,Collomia linearis,1,
7/18/19,Wash 3C,Manipulated,M2,1,Linum lewisii,15,
7/18/19,Wash 3C,Manipulated,M2,1,Lathyrus leucanthus,3,
7/18/19,Wash 3C,Manipulated,M3,1,Senecio crassulus,13,
7/18/19,Wash 3C,Manipulated,M3,1,Linum lewisii,21,
7/18/19,Wash 3C,Manipulated,M3,1,Ligusticum porteri,1,
7/18/19,Wash 3C,Manipulated,M3,1,Potentilla pulcherrima,12,
7/18/19,Wash 3C,Manipulated,M3,1,Lathyrus leucanthus,5,
7/18/19,Wash 3C,Manipulated,M3,2,Linum lewisii,13,
7/18/19,Wash 3C,Manipulated,M3,2,Potentilla pulcherrima,8,
7/18/19,Wash 3C,Manipulated,M3,2,Lathyrus leucanthus,11,
7/18/19,Wash 3C,Manipulated,M3,3,Potentilla pulcherrima,12,
7/18/19,Wash 3C,Manipulated,M3,3,Linum lewisii,19,
7/18/19,Wash 3C,Manipulated,M3,3,Lathyrus leucanthus,3,
7/18/19,Wash 3C,Manipulated,M3,4,Linum lewisii,22,
7/18/19,Wash 3C,Manipulated,M3,4,Potentilla pulcherrima,23,
7/18/19,Wash 3C,Manipulated,M3,4,Lathyrus leucanthus,2,
7/18/19,Wash 3C,Manipulated,M3,5,Potentilla pulcherrima,30,
7/18/19,Wash 3C,Manipulated,M3,5,Senecio crassulus,1,
7/18/19,Wash 3C,Manipulated,M3,5,Lathyrus leucanthus,5,
7/18/19,Wash 3C,Control,C1,1,Delphinium nuttallianum,12,
7/18/19,Wash 3C,Control,C1,1,Potentilla pulcherrima,2,
7/18/19,Wash 3C,Control,C1,1,Lathyrus leucanthus,6,
7/18/19,Wash 3C,Control,C1,1,Collomia linearis,15,
7/18/19,Wash 3C,Control,C1,2,Thalictrum fendleri,6,
7/18/19,Wash 3C,Control,C1,2,Lathyrus leucanthus,20,
7/18/19,Wash 3C,Control,C1,2,Collomia linearis,3,
7/18/19,Wash 3C,Control,C1,2,Delphinium nuttallianum,7,
7/18/19,Wash 3C,Control,C1,2,Potentilla pulcherrima,1,
7/18/19,Wash 3C,Control,C1,3,Potentilla pulcherrima,8,
7/18/19,Wash 3C,Control,C1,3,Delphinium nuttallianum,11,
7/18/19,Wash 3C,Control,C1,3,Linum lewisii,8,
7/18/19,Wash 3C,Control,C1,3,Collomia linearis,13,
7/18/19,Wash 3C,Control,C1,3,Lathyrus leucanthus,6,
7/18/19,Wash 3C,Control,C1,4,Delphinium nuttallianum,13,
7/18/19,Wash 3C,Control,C1,4,Vicia americana,28,
7/18/19,Wash 3C,Control,C1,4,Potentilla pulcherrima,1,
7/18/19,Wash 3C,Control,C1,4,Collomia linearis,12,
7/18/19,Wash 3C,Control,C1,4,Lathyrus leucanthus,2,
7/18/19,Wash 3C,Control,C1,5,Collomia linearis,21,
7/18/19,Wash 3C,Control,C1,5,Delphinium nuttallianum,5,
7/18/19,Wash 3C,Control,C1,5,Thalictrum fendleri,92,
7/18/19,Wash 3C,Control,C1,5,Lathyrus leucanthus,15,
7/18/19,Wash 3C,Control,C2,5,Potentilla pulcherrima,2,
7/18/19,Wash 3C,Control,C2,5,Linum lewisii,1,
7/18/19,Wash 3C,Control,C2,5,Lathyrus leucanthus,40,
7/18/19,Wash 3C,Control,C2,5,Delphinium nuttallianum,7,
7/18/19,Wash 3C,Control,C2,5,Thalictrum fendleri,17,
7/18/19,Wash 3C,Control,C2,5,Boechera stricta,1,
7/18/19,Wash 3C,Control,C2,4,Linum lewisii,1,
7/18/19,Wash 3C,Control,C2,4,Delphinium nuttallianum,4,
7/18/19,Wash 3C,Control,C2,4,Lathyrus leucanthus,43,
7/18/19,Wash 3C,Control,C2,4,Collomia linearis,1,
7/18/19,Wash 3C,Control,C2,3,Potentilla pulcherrima,6,
7/18/19,Wash 3C,Control,C2,3,Linum lewisii,4,
7/18/19,Wash 3C,Control,C2,3,Delphinium nuttallianum,12,
7/18/19,Wash 3C,Control,C2,3,Ligusticum porteri,1,
7/18/19,Wash 3C,Control,C2,3,Vicia americana,7,
7/18/19,Wash 3C,Control,C2,3,Lathyrus leucanthus,11,
7/18/19,Wash 3C,Control,C2,3,Collomia linearis,2,
7/18/19,Wash 3C,Control,C2,2,Linum lewisii,16,
7/18/19,Wash 3C,Control,C2,2,Potentilla pulcherrima,3,
7/18/19,Wash 3C,Control,C2,2,Vicia americana,10,
7/18/19,Wash 3C,Control,C2,2,Collomia linearis,6,
7/18/19,Wash 3C,Control,C2,2,Thalictrum fendleri,15,
7/18/19,Wash 3C,Control,C2,2,Lathyrus leucanthus,3,
7/18/19,Wash 3C,Control,C2,1,Potentilla pulcherrima,4,
7/18/19,Wash 3C,Control,C2,1,Delphinium nuttallianum,20,
7/18/19,Wash 3C,Control,C2,1,Ligusticum porteri,1,
7/18/19,Wash 3C,Control,C2,1,Lathyrus leucanthus,44,
7/18/19,Wash 3C,Control,C2,1,Thalictrum fendleri,36,
7/18/19,Wash 3C,Control,C2,1,Vicia americana,7,
7/18/19,Wash 3C,Control,C2,1,Collomia linearis,1,
7/18/19,Wash 3C,Control,C3,1,Potentilla pulcherrima,1,
7/18/19,Wash 3C,Control,C3,1,Delphinium nuttallianum,12,
7/18/19,Wash 3C,Control,C3,1,Linum lewisii,1,
7/18/19,Wash 3C,Control,C3,1,Vicia americana,27,
7/18/19,Wash 3C,Control,C3,1,Lathyrus leucanthus,10,
7/18/19,Wash 3C,Control,C3,1,Boechera stricta,7,
7/18/19,Wash 3C,Control,C3,1,Androsace septentrionalis,2,
7/18/19,Wash 3C,Control,C3,1,Collomia linearis,1,
7/18/19,Wash 3C,Control,C3,2,Collomia linearis,6,
7/18/19,Wash 3C,Control,C3,2,Linum lewisii,3,
7/18/19,Wash 3C,Control,C3,2,Lathyrus leucanthus,5,
7/18/19,Wash 3C,Control,C3,2,Vicia americana,23,
7/18/19,Wash 3C,Control,C3,2,Delphinium nuttallianum,2,
7/18/19,Wash 3C,Control,C3,3,Potentilla pulcherrima,3,
7/18/19,Wash 3C,Control,C3,3,Delphinium nuttallianum,19,
7/18/19,Wash 3C,Control,C3,3,Lathyrus leucanthus,37,
7/18/19,Wash 3C,Control,C3,3,Collomia linearis,4,
7/18/19,Wash 3C,Control,C3,4,Potentilla pulcherrima,3,
7/18/19,Wash 3C,Control,C3,4,Lathyrus leucanthus,27,
7/18/19,Wash 3C,Control,C3,4,Delphinium nuttallianum,9,
7/18/19,Wash 3C,Control,C3,4,Thalictrum fendleri,3,
7/18/19,Wash 3C,Control,C3,4,Collomia linearis,11,
7/18/19,Wash 3C,Control,C3,5,Potentilla pulcherrima,2,
7/18/19,Wash 3C,Control,C3,5,Lathyrus leucanthus,23,
7/18/19,Wash 3C,Control,C3,5,Delphinium nuttallianum,10,
7/18/19,Wash 3C,Control,C3,5,Thalictrum fendleri,60,
7/19/19,Stupid Falls,Manipulated,M1,1,Potentilla pulcherrima,74,
7/19/19,Stupid Falls,Manipulated,M1,1,Ligusticum porteri,5,
7/19/19,Stupid Falls,Manipulated,M1,1,Achillea millefolium,1,
7/19/19,Stupid Falls,Manipulated,M1,1,Collomia linearis,2,
7/19/19,Stupid Falls,Manipulated,M1,1,Thalictrum fendleri,1,
7/19/19,Stupid Falls,Manipulated,M1,1,Thlaspi arvense,1,
7/19/19,Stupid Falls,Manipulated,M1,1,Tragopogon dubius,1,
7/19/19,Stupid Falls,Manipulated,M1,2,Ligusticum porteri,5,
7/19/19,Stupid Falls,Manipulated,M1,2,Potentilla pulcherrima,66,
7/19/19,Stupid Falls,Manipulated,M1,2,Lupinus argenteus,7,
7/19/19,Stupid Falls,Manipulated,M1,2,Achillea millefolium,1,
7/19/19,Stupid Falls,Manipulated,M1,2,Thalictrum fendleri,3,
7/19/19,Stupid Falls,Manipulated,M1,2,Thlaspi arvense,1,
7/19/19,Stupid Falls,Manipulated,M1,3,Potentilla pulcherrima,76,
7/19/19,Stupid Falls,Manipulated,M1,3,Lupinus argenteus,2,
7/19/19,Stupid Falls,Manipulated,M1,3,Thalictrum fendleri,4,
7/19/19,Stupid Falls,Manipulated,M1,3,Collomia linearis,2,
7/19/19,Stupid Falls,Manipulated,M1,4,Lupinus argenteus,53,
7/19/19,Stupid Falls,Manipulated,M1,4,Potentilla pulcherrima,50,
7/19/19,Stupid Falls,Manipulated,M1,4,Achillea millefolium,1,
7/19/19,Stupid Falls,Manipulated,M1,4,Geum triflorum,8,
7/19/19,Stupid Falls,Manipulated,M1,4,Collomia linearis,4,
7/19/19,Stupid Falls,Manipulated,M1,5,Lupinus argenteus,33,
7/19/19,Stupid Falls,Manipulated,M1,5,Potentilla pulcherrima,61,
7/19/19,Stupid Falls,Manipulated,M1,5,Tragopogon dubius,1,
7/19/19,Stupid Falls,Manipulated,M1,5,Achillea millefolium,1,
7/19/19,Stupid Falls,Manipulated,M1,5,Valeriana occidentalis,5,
7/19/19,Stupid Falls,Manipulated,M1,5,Geum triflorum,8,
7/19/19,Stupid Falls,Manipulated,M1,5,Helianthella quinquenervis,1,
7/19/19,Stupid Falls,Manipulated,M2,5,Achillea millefolium,1,
7/19/19,Stupid Falls,Manipulated,M2,5,Potentilla pulcherrima,61,
7/19/19,Stupid Falls,Manipulated,M2,5,Lupinus argenteus,5,
7/19/19,Stupid Falls,Manipulated,M2,5,Ligusticum porteri,3,
7/19/19,Stupid Falls,Manipulated,M2,5,Thlaspi arvense,5,
7/19/19,Stupid Falls,Manipulated,M2,5,Lathyrus leucanthus,11,
7/19/19,Stupid Falls,Manipulated,M2,4,Geum triflorum,7,
7/19/19,Stupid Falls,Manipulated,M2,4,Lupinus argenteus,34,
7/19/19,Stupid Falls,Manipulated,M2,4,Tragopogon dubius,3,
7/19/19,Stupid Falls,Manipulated,M2,4,Delphinium barbeyi,10,
7/19/19,Stupid Falls,Manipulated,M2,4,Agoseris aurantiaca,1,
7/19/19,Stupid Falls,Manipulated,M2,4,Lathyrus leucanthus,1,
7/19/19,Stupid Falls,Manipulated,M2,4,Potentilla pulcherrima,23,
7/19/19,Stupid Falls,Manipulated,M2,3,Potentilla pulcherrima,27,
7/19/19,Stupid Falls,Manipulated,M2,3,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Manipulated,M2,3,Thlaspi arvense,1,
7/19/19,Stupid Falls,Manipulated,M2,2,Vicia americana,14,
7/19/19,Stupid Falls,Manipulated,M2,2,Valeriana occidentalis,5,
7/19/19,Stupid Falls,Manipulated,M2,2,Collomia linearis,7,
7/19/19,Stupid Falls,Manipulated,M2,2,Potentilla pulcherrima,62,
7/19/19,Stupid Falls,Manipulated,M2,2,Thalictrum fendleri,3,
7/19/19,Stupid Falls,Manipulated,M2,2,Helianthella quinquenervis,2,
7/19/19,Stupid Falls,Manipulated,M2,1,Lupinus argenteus,20,
7/19/19,Stupid Falls,Manipulated,M2,1,Ligusticum porteri,2,
7/19/19,Stupid Falls,Manipulated,M2,1,Achillea millefolium,1,
7/19/19,Stupid Falls,Manipulated,M2,1,Potentilla pulcherrima,52,
7/19/19,Stupid Falls,Manipulated,M2,1,Collomia linearis,12,
7/19/19,Stupid Falls,Manipulated,M2,1,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Manipulated,M3,1,Delphinium barbeyi,4,
7/19/19,Stupid Falls,Manipulated,M3,1,Potentilla pulcherrima,37,
7/19/19,Stupid Falls,Manipulated,M3,1,Ligusticum porteri,13,
7/19/19,Stupid Falls,Manipulated,M3,1,Achillea millefolium,3,
7/19/19,Stupid Falls,Manipulated,M3,1,Thalictrum fendleri,2,
7/19/19,Stupid Falls,Manipulated,M3,1,Collomia linearis,2,
7/19/19,Stupid Falls,Manipulated,M3,2,Ligusticum porteri,10,
7/19/19,Stupid Falls,Manipulated,M3,2,Potentilla pulcherrima,7,
7/19/19,Stupid Falls,Manipulated,M3,2,Achillea millefolium,1,
7/19/19,Stupid Falls,Manipulated,M3,2,Thalictrum fendleri,5,
7/19/19,Stupid Falls,Manipulated,M3,3,Achillea millefolium,3,
7/19/19,Stupid Falls,Manipulated,M3,3,Potentilla pulcherrima,17,
7/19/19,Stupid Falls,Manipulated,M3,3,Thalictrum fendleri,2,
7/19/19,Stupid Falls,Manipulated,M3,3,Tragopogon dubius,1,
7/19/19,Stupid Falls,Manipulated,M3,3,Lupinus argenteus,9,
7/19/19,Stupid Falls,Manipulated,M3,3,Gallium septentrionale,4,
7/19/19,Stupid Falls,Manipulated,M3,3,Delphinium barbeyi,1,
7/19/19,Stupid Falls,Manipulated,M3,4,Geum triflorum,18,
7/19/19,Stupid Falls,Manipulated,M3,4,Potentilla pulcherrima,25,
7/19/19,Stupid Falls,Manipulated,M3,4,Gallium septentrionale,2,
7/19/19,Stupid Falls,Manipulated,M3,4,Achillea millefolium,2,
7/19/19,Stupid Falls,Manipulated,M3,4,Vicia americana,4,
7/19/19,Stupid Falls,Manipulated,M3,4,Lathyrus leucanthus,8,
7/19/19,Stupid Falls,Manipulated,M3,5,Lupinus argenteus,4,
7/19/19,Stupid Falls,Manipulated,M3,5,Potentilla pulcherrima,32,
7/19/19,Stupid Falls,Manipulated,M3,5,Achillea millefolium,2,
7/19/19,Stupid Falls,Manipulated,M3,5,Thlaspi arvense,2,
7/19/19,Stupid Falls,Manipulated,M3,5,Lathyrus leucanthus,5,
7/19/19,Stupid Falls,Control,C1,1,Potentilla pulcherrima,50,
7/19/19,Stupid Falls,Control,C1,1,Boechera stricta,3,
7/19/19,Stupid Falls,Control,C1,1,Achillea millefolium,2,
7/19/19,Stupid Falls,Control,C1,1,Valeriana occidentalis,5,
7/19/19,Stupid Falls,Control,C1,2,Valeriana occidentalis,3,
7/19/19,Stupid Falls,Control,C1,2,Delphinium barbeyi,6,2 stems with 3 flowers each
7/19/19,Stupid Falls,Control,C1,2,Potentilla pulcherrima,38,
7/19/19,Stupid Falls,Control,C1,2,Collomia linearis,5,
7/19/19,Stupid Falls,Control,C1,3,Valeriana occidentalis,3,
7/19/19,Stupid Falls,Control,C1,3,Potentilla pulcherrima,47,
7/19/19,Stupid Falls,Control,C1,3,Collomia linearis,10,
7/19/19,Stupid Falls,Control,C1,3,Lathyrus leucanthus,4,
7/19/19,Stupid Falls,Control,C1,4,Valeriana occidentalis,8,
7/19/19,Stupid Falls,Control,C1,4,Potentilla pulcherrima,44,
7/19/19,Stupid Falls,Control,C1,4,Lathyrus leucanthus,14,
7/19/19,Stupid Falls,Control,C1,4,Delphinium barbeyi,3,
7/19/19,Stupid Falls,Control,C1,4,Achillea millefolium,1,
7/19/19,Stupid Falls,Control,C1,4,Lupinus argenteus,1,
7/19/19,Stupid Falls,Control,C1,5,Collomia linearis,1,
7/19/19,Stupid Falls,Control,C1,5,Potentilla pulcherrima,77,
7/19/19,Stupid Falls,Control,C1,5,Lathyrus leucanthus,1,
7/19/19,Stupid Falls,Control,C1,5,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Control,C2,5,Potentilla pulcherrima,102,
7/19/19,Stupid Falls,Control,C2,5,Lathyrus leucanthus,3,
7/19/19,Stupid Falls,Control,C2,5,Lupinus argenteus,16,
7/19/19,Stupid Falls,Control,C2,5,Collomia linearis,3,
7/19/19,Stupid Falls,Control,C2,4,Collomia linearis,4,
7/19/19,Stupid Falls,Control,C2,3,Potentilla pulcherrima,87,
7/19/19,Stupid Falls,Control,C2,3,Valeriana occidentalis,3,
7/19/19,Stupid Falls,Control,C2,3,Collomia linearis,1,
7/19/19,Stupid Falls,Control,C2,3,Boechera stricta,4,
7/19/19,Stupid Falls,Control,C2,3,Senecio crassulus,1,
7/19/19,Stupid Falls,Control,C2,2,Vicia americana,17,
7/19/19,Stupid Falls,Control,C2,2,Delphinium nuttallianum,1,
7/19/19,Stupid Falls,Control,C2,2,Potentilla pulcherrima,17,
7/19/19,Stupid Falls,Control,C2,2,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Control,C2,2,Lathyrus leucanthus,4,
7/19/19,Stupid Falls,Control,C2,2,Collomia linearis,7,
7/19/19,Stupid Falls,Control,C2,1,Potentilla pulcherrima,26,
7/19/19,Stupid Falls,Control,C2,1,Vicia americana,27,
7/19/19,Stupid Falls,Control,C2,1,Achillea millefolium,3,
7/19/19,Stupid Falls,Control,C3,1,Senecio crassulus,1,
7/19/19,Stupid Falls,Control,C3,1,Vicia americana,3,
7/19/19,Stupid Falls,Control,C3,1,Potentilla pulcherrima,12,
7/19/19,Stupid Falls,Control,C3,2,Achillea millefolium,1,
7/19/19,Stupid Falls,Control,C3,2,Potentilla pulcherrima,47,
7/19/19,Stupid Falls,Control,C3,2,Collomia linearis,3,
7/19/19,Stupid Falls,Control,C3,2,Draba aurea,7,
7/19/19,Stupid Falls,Control,C3,3,Potentilla pulcherrima,21,
7/19/19,Stupid Falls,Control,C3,3,Draba aurea,18,
7/19/19,Stupid Falls,Control,C3,3,Collomia linearis,2,
7/19/19,Stupid Falls,Control,C3,3,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Control,C3,4,Boechera stricta,3,
7/19/19,Stupid Falls,Control,C3,4,Collomia linearis,3,
7/19/19,Stupid Falls,Control,C3,4,,1,Chickweed/tiny daisy
7/19/19,Stupid Falls,Control,C3,4,Potentilla pulcherrima,8,
7/19/19,Stupid Falls,Control,C3,4,Delphinium barbeyi,1,
7/19/19,Stupid Falls,Control,C3,4,Lathyrus leucanthus,7,
7/19/19,Stupid Falls,Control,C3,4,Draba aurea,1,
7/19/19,Stupid Falls,Control,C3,5,Potentilla pulcherrima,24,
7/19/19,Stupid Falls,Control,C3,5,Lathyrus leucanthus,4,
7/19/19,Stupid Falls,Control,C3,5,Lupinus argenteus,19,
7/19/19,Stupid Falls,Control,C3,5,Collomia linearis,3,
7/19/19,Stupid Falls,Control,C3,5,Draba aurea,11,
7/19/19,Stupid Falls,Kaysee,K1,1,Potentilla pulcherrima,67,
7/19/19,Stupid Falls,Kaysee,K1,1,Lupinus argenteus,39,
7/19/19,Stupid Falls,Kaysee,K1,1,Vicia americana,1,
7/19/19,Stupid Falls,Kaysee,K1,1,Collomia linearis,34,
7/19/19,Stupid Falls,Kaysee,K1,1,Geum triflorum,8,
7/19/19,Stupid Falls,Kaysee,K1,2,Lupinus argenteus,42,
7/19/19,Stupid Falls,Kaysee,K1,2,Potentilla pulcherrima,7,
7/19/19,Stupid Falls,Kaysee,K1,2,Delphinium barbeyi,1,
7/19/19,Stupid Falls,Kaysee,K1,2,Draba aurea,13,
7/19/19,Stupid Falls,Kaysee,K1,2,Valeriana occidentalis,3,
7/19/19,Stupid Falls,Kaysee,K1,3,Potentilla pulcherrima,32,
7/19/19,Stupid Falls,Kaysee,K1,3,Collomia linearis,17,
7/19/19,Stupid Falls,Kaysee,K1,3,Vicia americana,5,
7/19/19,Stupid Falls,Kaysee,K1,3,Frasera speciosa,97,
7/19/19,Stupid Falls,Kaysee,K1,4,Collomia linearis,57,
7/19/19,Stupid Falls,Kaysee,K1,4,Potentilla pulcherrima,104,
7/19/19,Stupid Falls,Kaysee,K1,4,Draba aurea,125,
7/19/19,Stupid Falls,Kaysee,K1,4,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Kaysee,K1,5,Potentilla pulcherrima,45,
7/19/19,Stupid Falls,Kaysee,K1,5,Pseudocymopterus montanus,1,
7/19/19,Stupid Falls,Kaysee,K1,5,Draba aurea,18,
7/19/19,Stupid Falls,Kaysee,K1,5,,1,Chickweed/tiny daisy
7/19/19,Stupid Falls,Kaysee,K1,5,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Kaysee,K1,5,Lathyrus leucanthus,2,
7/19/19,Stupid Falls,Kaysee,K1,5,Collomia linearis,8,
7/19/19,Stupid Falls,Kaysee,K2,5,Geum triflorum,6,
7/19/19,Stupid Falls,Kaysee,K2,5,Senecio crassulus,1,
7/19/19,Stupid Falls,Kaysee,K2,5,Valeriana occidentalis,7,
7/19/19,Stupid Falls,Kaysee,K2,5,Potentilla pulcherrima,41,
7/19/19,Stupid Falls,Kaysee,K2,5,Collomia linearis,11,
7/19/19,Stupid Falls,Kaysee,K2,5,Draba aurea,17,
7/19/19,Stupid Falls,Kaysee,K2,4,Potentilla pulcherrima,70,
7/19/19,Stupid Falls,Kaysee,K2,4,Valeriana occidentalis,5,
7/19/19,Stupid Falls,Kaysee,K2,4,Collomia linearis,2,
7/19/19,Stupid Falls,Kaysee,K2,4,Castilleja sulphurea,1,
7/19/19,Stupid Falls,Kaysee,K2,3,Potentilla pulcherrima,58,
7/19/19,Stupid Falls,Kaysee,K2,3,Draba aurea,42,
7/19/19,Stupid Falls,Kaysee,K2,3,Collomia linearis,12,
7/19/19,Stupid Falls,Kaysee,K2,3,Lathyrus leucanthus,3,
7/19/19,Stupid Falls,Kaysee,K2,2,Collomia linearis,15,
7/19/19,Stupid Falls,Kaysee,K2,2,Potentilla pulcherrima,91,
7/19/19,Stupid Falls,Kaysee,K2,2,Geum triflorum,27,
7/19/19,Stupid Falls,Kaysee,K2,2,Draba aurea,4,
7/19/19,Stupid Falls,Kaysee,K2,2,Achillea millefolium,1,
7/19/19,Stupid Falls,Kaysee,K2,1,Delphinium barbeyi,4,
7/19/19,Stupid Falls,Kaysee,K2,1,Draba aurea,31,
7/19/19,Stupid Falls,Kaysee,K2,1,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Kaysee,K2,1,Potentilla pulcherrima,64,
7/19/19,Stupid Falls,Kaysee,K2,1,Collomia linearis,6,
7/19/19,Stupid Falls,Kaysee,K2,1,Lupinus argenteus,55,
7/19/19,Stupid Falls,Kaysee,K3,1,Ligusticum porteri,1,
7/19/19,Stupid Falls,Kaysee,K3,1,Delphinium barbeyi,1,
7/19/19,Stupid Falls,Kaysee,K3,1,Valeriana occidentalis,1,
7/19/19,Stupid Falls,Kaysee,K3,1,Achillea millefolium,1,
7/19/19,Stupid Falls,Kaysee,K3,1,Collomia linearis,6,
7/19/19,Stupid Falls,Kaysee,K3,1,Androsace septentrionalis,1,
7/19/19,Stupid Falls,Kaysee,K3,1,Potentilla pulcherrima,14,
7/19/19,Stupid Falls,Kaysee,K3,2,Potentilla pulcherrima,14,
7/19/19,Stupid Falls,Kaysee,K3,2,Lupinus argenteus,6,
7/19/19,Stupid Falls,Kaysee,K3,2,Geum triflorum,13,
7/19/19,Stupid Falls,Kaysee,K3,2,Collomia linearis,19,
7/19/19,Stupid Falls,Kaysee,K3,2,Achillea millefolium,1,
7/19/19,Stupid Falls,Kaysee,K3,2,Boechera stricta,1,
7/19/19,Stupid Falls,Kaysee,K3,2,Helianthella quinquenervis,2,
7/19/19,Stupid Falls,Kaysee,K3,2,Vicia americana,6,
7/19/19,Stupid Falls,Kaysee,K3,2,Draba aurea,28,
7/19/19,Stupid Falls,Kaysee,K3,3,Potentilla pulcherrima,26,
7/19/19,Stupid Falls,Kaysee,K3,3,Draba aurea,43,
7/19/19,Stupid Falls,Kaysee,K3,3,Collomia linearis,26,
7/19/19,Stupid Falls,Kaysee,K3,3,Achillea millefolium,1,
7/19/19,Stupid Falls,Kaysee,K3,3,Valeriana occidentalis,4,
7/19/19,Stupid Falls,Kaysee,K3,4,Achillea millefolium,1,
7/19/19,Stupid Falls,Kaysee,K3,4,Potentilla pulcherrima,14,
7/19/19,Stupid Falls,Kaysee,K3,4,Vicia americana,8,
7/19/19,Stupid Falls,Kaysee,K3,4,Draba aurea,68,
7/19/19,Stupid Falls,Kaysee,K3,4,Ligusticum porteri,4,
7/19/19,Stupid Falls,Kaysee,K3,5,Valeriana occidentalis,7,
7/19/19,Stupid Falls,Kaysee,K3,5,Draba aurea,62,
7/19/19,Stupid Falls,Kaysee,K3,5,Potentilla pulcherrima,54,
7/19/19,Stupid Falls,Kaysee,K3,5,Gallium septentrionale,1,
7/19/19,Stupid Falls,Kaysee,K3,5,Ligusticum porteri,2,
7/19/19,Stupid Falls,Kaysee,K3,5,Collomia linearis,21,
7/19/19,Stupid Falls,Kaysee,K3,5,Vicia americana,2,
7/22/19,403 Bench,Control,C2,5,Thalictrum fendleri,2,
7/22/19,403 Bench,Control,C2,5,Lathyrus leucanthus,12,
7/22/19,403 Bench,Control,C2,4,Senecio crassulus,3,
7/22/19,403 Bench,Control,C2,4,Ligusticum porteri,1,
7/22/19,403 Bench,Control,C2,4,Lathyrus leucanthus,4,
7/22/19,403 Bench,Control,C2,4,Thalictrum fendleri,6,
7/22/19,403 Bench,Control,C2,3,Potentilla pulcherrima,3,
7/22/19,403 Bench,Control,C2,3,Ligusticum porteri,4,
7/22/19,403 Bench,Control,C2,3,Lathyrus leucanthus,5,
7/22/19,403 Bench,Control,C2,2,Vicia americana,10,
7/22/19,403 Bench,Control,C2,2,Ligusticum porteri,7,
7/22/19,403 Bench,Control,C2,1,Ligusticum porteri,9,
7/22/19,403 Bench,Control,C2,1,Lathyrus leucanthus,2,
7/22/19,403 Bench,Control,C1,1,Ligusticum porteri,1,
7/22/19,403 Bench,Control,C1,1,Lathyrus leucanthus,4,
7/22/19,403 Bench,Control,C1,2,Ligusticum porteri,2,
7/22/19,403 Bench,Control,C1,2,Lathyrus leucanthus,9,
7/22/19,403 Bench,Control,C1,3,Ligusticum porteri,2,
7/22/19,403 Bench,Control,C1,4,Ligusticum porteri,5,
